year,quarter,GDP,GDP_growth_quarterly,RDPI,RDPI_growth_quarterly,CPI,unemployment,sp500_open,sp500_high,sp500_low,sp500_close,sp500_adj_close,sp500_volume
1927,4,NA,NA,NA,NA,NA,NA,17.66,17.66,17.66,17.66,17.66,0
1928,1,NA,NA,NA,NA,NA,NA,17.53,18.223333333333333,17.17,18.036667,18.036667,0
1928,2,NA,NA,NA,NA,NA,NA,19.586667,20.086667,18.870000333333333,19.629999666666667,19.629999666666667,0
1928,3,NA,NA,NA,NA,NA,NA,19.789999666666667,20.593333666666666,19.583333333333336,20.48,20.48,0
1928,4,NA,NA,NA,NA,NA,NA,22.400000333333335,23.543333666666665,21.790000333333335,23.436667,23.436667,0
1929,1,NA,NA,NA,NA,NA,NA,25.493333,25.886666666666667,24.290000000000003,25.620000333333333,25.620000333333333,0
1929,2,NA,NA,NA,NA,NA,NA,25.379999666666667,26.573334,24.7,26.06000033333333,26.06000033333333,0
1929,3,NA,NA,NA,NA,NA,NA,29.556666666666665,30.816666333333334,28.769999666666667,30.249999333333335,30.249999333333335,0
1929,4,NA,NA,NA,NA,NA,NA,24.603333333333335,25.419999333333333,19.416666666666668,22.173333666666668,22.173333666666668,0
1930,1,NA,NA,NA,NA,NA,NA,22.426667,23.666667333333333,22.393333333333334,23.40666733333333,23.40666733333333,0
1930,2,NA,NA,NA,NA,NA,NA,24.689999999999998,24.963333333333335,22.366666333333335,23.283333,23.283333,0
1930,3,NA,NA,NA,NA,NA,NA,20.91,21.733333666666667,19.433333,20.39,20.39,0
1930,4,NA,NA,NA,NA,NA,NA,17.783332666666666,17.86,15.626666666666665,16.22,16.22,0
1931,1,NA,NA,NA,NA,NA,NA,16.509999999999998,17.549999666666668,15.97,16.970001,16.970001,0
1931,2,NA,NA,NA,NA,NA,NA,14.523333333333333,15.836666333333334,13.196666666666665,14.313333333333333,14.313333333333333,0
1931,3,NA,NA,NA,NA,NA,NA,14.306666666666667,14.49,12.33,12.433333333333334,12.433333333333334,0
1931,4,NA,NA,NA,NA,NA,NA,9.803333333333333,10.620000000000001,8.616666666666667,9.35,9.35,0
1932,1,NA,NA,NA,NA,NA,NA,8.046666666666667,8.913333333333334,7.453333333333333,7.846666666666667,7.846666666666667,0
1932,2,NA,NA,NA,NA,NA,NA,5.773333333333333,6.13,4.9,4.91,4.91,0
1932,3,NA,NA,NA,NA,NA,NA,6.3933333333333335,7.973333333333334,5.873333333333333,7.5,7.5,0
1932,4,NA,NA,NA,NA,NA,NA,7.183333333333334,7.62,6.456666666666667,6.81,6.81,0
1933,1,NA,NA,NA,NA,NA,NA,6.423333333333333,7.01,6.003333333333334,6.15,6.15,0
1933,2,NA,NA,NA,NA,NA,NA,8.013333333333334,9.556666666666667,7.983333333333333,9.46,9.46,0
1933,3,NA,NA,NA,NA,NA,NA,11.033333333333333,11.57,9.783333333333333,10.253333333333334,10.253333333333334,0
1933,4,NA,NA,NA,NA,NA,NA,9.549999999999999,10.286666666666667,9.093333333333334,9.6033333333333335,9.6033333333333335,0
1934,1,NA,NA,NA,NA,NA,NA,10.763333333333334,11.406666666666666,10.29,10.85,10.85,0
1934,2,NA,NA,NA,NA,NA,NA,10.200000000000001,10.663333333333334,9.763333333333334,9.96,9.96,0
1934,3,NA,NA,NA,NA,NA,NA,9.233333333333333,9.573333333333334,8.5,8.97,8.97,0
1934,4,NA,NA,NA,NA,NA,NA,9.003333333333334,9.43,8.85,9.283333333333333,9.283333333333333,0
1935,1,NA,NA,NA,NA,NA,NA,9.116666666666667,9.236666666666666,8.586666666666668,8.763333333333334,8.763333333333334,0
1935,2,NA,NA,NA,NA,NA,NA,9.1466666666666665,9.993333333333334,9.013333333333334,9.7,9.7,0
1935,3,NA,NA,NA,NA,NA,NA,10.843333333333334,11.556666666666667,10.703333333333333,11.303333333333333,11.303333333333333,0
1935,4,NA,NA,NA,NA,NA,NA,12.28,13.116666666666667,12.153333333333332,12.943333333333333,12.943333333333333,0
1936,1,NA,NA,NA,NA,NA,NA,14.203333333333333,14.76,13.986666666666666,14.61,14.61,0
1936,2,NA,NA,NA,NA,NA,NA,14.483333333333333,15.04,13.823333333333332,14.336666666666666,14.336666666666666,0
1936,3,NA,NA,NA,NA,NA,NA,15.586666666666666,16.213334,15.043333333333333,15.950000000000001,15.950000000000001,0
1936,4,NA,NA,NA,NA,NA,NA,16.783333333333335,17.413333666666666,16.526666666666667,17.230000333333333,17.230000333333333,0
1937,1,NA,NA,NA,NA,NA,NA,17.633333,18.333333333333332,17.336666666666666,17.916666333333335,17.916666333333335,0
1937,2,NA,NA,NA,NA,NA,NA,16.713332666666666,16.906666666666666,15.576666666666666,16.03,16.03,0
1937,3,NA,NA,NA,NA,NA,NA,16.05,16.646666333333332,14.85,15.523333666666666,15.523333666666666,0
1937,4,NA,NA,NA,NA,NA,NA,12.256666666666668,12.406666666666666,10.413333333333334,11.336666666666666,11.336666666666666,0
1938,1,NA,NA,NA,NA,NA,NA,10.956666666666667,11.696666666666667,9.786666666666667,10.176666666666666,10.176666666666666,0
1938,2,NA,NA,NA,NA,NA,NA,9.356666666666667,10.933333333333334,9.2,10.203333333333333,10.203333333333333,0
1938,3,NA,NA,NA,NA,NA,NA,12.026666666666667,12.646666666666667,11.523333333333333,12.21,12.21,0
1938,4,NA,NA,NA,NA,NA,NA,12.743333333333332,13.613333333333333,12.39,13.013333333333334,13.013333333333334,0
1939,1,NA,NA,NA,NA,NA,NA,12.633333333333333,13.01,11.543333333333333,11.993333333333334,11.993333333333334,0
1939,2,NA,NA,NA,NA,NA,NA,11.18,11.57,10.69,11.129999999999999,11.129999999999999,0
1939,3,NA,NA,NA,NA,NA,NA,11.446666666666667,12.503333333333334,11.053333333333333,12.003333333333332,12.003333333333332,0
1939,4,NA,NA,NA,NA,NA,NA,12.663333333333334,12.873333333333333,12.373333333333333,12.496666666666666,12.496666666666666,0
1940,1,NA,NA,NA,NA,NA,NA,12.246666666666668,12.469999999999999,12.03,12.120000000000001,12.120000000000001,0
1940,2,NA,NA,NA,NA,NA,NA,11.116666666666667,11.603333333333333,10.056666666666667,10.48,10.48,0
1940,3,NA,NA,NA,NA,NA,NA,10.23,10.586666666666666,9.996666666666666,10.483333333333333,10.483333333333333,0
1940,4,NA,NA,NA,NA,NA,NA,10.836666666666666,11.053333333333333,10.47,10.743333333333334,10.743333333333334,0
1941,1,NA,NA,NA,NA,NA,NA,10.07,10.383333333333333,9.776666666666666,9.983333333333334,9.983333333333334,0
1941,2,NA,NA,NA,NA,NA,NA,9.543333333333333,9.89,9.323333333333334,9.513333333333334,9.513333333333334,0
1941,3,NA,NA,NA,NA,NA,NA,10.166666666666666,10.433333333333334,9.98,10.29,10.29,0
1941,4,NA,NA,NA,NA,NA,NA,9.61,9.736666666666666,8.996666666666666,9.1033333333333335,9.1033333333333335,0
1942,1,NA,NA,NA,NA,NA,NA,8.733333333333334,8.886666666666667,8.416666666666668,8.483333333333333,8.483333333333333,0
1942,2,NA,NA,NA,NA,NA,NA,7.983333333333333,8.303333333333333,7.786666666666666,8.036666666666667,8.036666666666667,0
1942,3,NA,NA,NA,NA,NA,NA,8.473333333333333,8.82,8.41,8.676666666666666,8.676666666666666,0
1942,4,NA,NA,NA,NA,NA,NA,9.226666666666667,9.6466666666666665,9.163333333333332,9.473333333333333,9.473333333333333,0
1943,1,NA,NA,NA,NA,NA,NA,10.453333333333333,11,10.386666666666667,10.996666666666666,10.996666666666666,0
1943,2,NA,NA,NA,NA,NA,NA,11.863333333333333,12.053333333333333,11.573333333333334,11.996666666666666,11.996666666666666,0
1943,3,NA,NA,NA,NA,NA,NA,11.89,12.266666666666667,11.7,11.91,11.91,0
1943,4,NA,NA,NA,NA,NA,NA,11.713333333333333,11.9,11.263333333333334,11.533333333333333,11.533333333333333,0
1944,1,NA,NA,NA,NA,NA,NA,11.786666666666667,12.046666666666667,11.696666666666667,11.896666666666667,11.896666666666667,0
1944,2,NA,NA,NA,NA,NA,NA,12.076666666666668,12.476666666666667,11.95,12.4,12.4,0
1944,3,NA,NA,NA,NA,NA,NA,12.916666666666666,13.056666666666667,12.553333333333333,12.756666666666668,12.756666666666668,0
1944,4,NA,NA,NA,NA,NA,NA,12.81,13.11,12.733333333333334,12.963333333333333,12.963333333333333,0
1945,1,NA,NA,NA,NA,NA,NA,13.716666666666667,14.123333333333333,13.366666666666667,13.793333333333333,13.793333333333333,0
1945,2,NA,NA,NA,NA,NA,NA,14.53,15.106666666666666,14.386666666666667,14.906666666666666,14.906666666666666,0
1945,3,NA,NA,NA,NA,NA,NA,15.073333333333332,15.553333,14.763333333333334,15.406666333333334,15.406666333333334,0
1945,4,NA,NA,NA,NA,NA,NA,16.880000666666664,17.223333,16.696666666666665,17.06666733333333,17.06666733333333,0
1946,1,NA,NA,NA,NA,NA,NA,17.699999333333334,18.480000333333333,17.043333,17.963334,17.963334,0
1946,2,NA,NA,NA,NA,NA,NA,18.606665666666668,19.066666333333334,18.116666666666667,18.79,18.79,0
1946,3,NA,NA,NA,NA,NA,NA,17.183333666666666,17.586667,16.123333,16.523333,16.523333,0
1946,4,NA,NA,NA,NA,NA,NA,14.81,15.376666666666667,14.23,14.94,14.94,0
1947,1,NA,NA,NA,NA,21.7,NA,15.47,15.816666333333334,14.95,15.42,15.42,0
1947,2,245.968,-1,NA,-3.8,22.009999999999998,NA,14.74,15.106666666666667,14.053333333333333,14.746666666666666,14.746666666666666,0
1947,3,249.585,-0.8,NA,11.1,22.49,NA,15.543333333333333,15.763333666666666,15.17,15.396666666666667,15.396666666666667,0
1947,4,259.745,6.4,NA,-5.5,23.126666666666665,NA,15.23,15.516666666666667,14.923333333333334,15.236666666666666,15.236666666666666,0
1948,1,265.742,6.2,NA,7.7,23.616666666666667,3.7333333333333334,14.706666666666667,15.043333333333333,14.003333333333334,14.563333333333333,14.563333333333333,0
1948,2,272.567,6.8,NA,13,23.993333333333332,3.6666666666666665,15.819999999999999,16.509999999999998,15.720000333333333,16.303333666666667,16.303333666666667,0
1948,3,279.196,2.3,NA,6.7,24.396666666666665,3.7666666666666666,16.236667,16.473333333333333,15.526666666666667,15.77,15.77,0
1948,4,280.366,0.5,NA,2.3,24.173333333333332,3.8333333333333335,15.793333666666667,16.213334,15.14,15.483333333333333,15.483333333333333,0
1949,1,275.034,-5.4,NA,-7.6,23.943333333333335,4.666666666666667,15,15.393333333333333,14.66,14.966666666666667,14.966666666666667,0
